sample_id,pattern,count,disk_size,initial_head,direction,spread,density,clustering,direction_bias,fcfs_dist,sstf_dist,scan_dist,cscan_dist,best_algorithm
292,sequential,53,400,369,UP,0.1072,1.0,0.0976,0.9846,263,212,272,637,SSTF
293,sequential,40,200,105,DOWN,0.1639,1.0,0.0906,0.9897,62,62,226,398,FCFS
294,sequential,37,300,48,DOWN,0.1006,1.0,0.1633,0.9667,243,243,339,391,FCFS
295,sequential,32,500,130,DOWN,0.0521,1.0,0.176,0.9613,324,324,584,705,FCFS
296,sequential,55,300,34,UP,0.1508,1.0,0.1089,0.9852,150,150,150,150,FCFS
297,sequential,17,300,49,DOWN,0.0451,1.0,0.2,0.95,49,33,33,33,SSTF
298,sequential,47,150,143,DOWN,0.2575,1.0,0.0834,0.9913,150,104,104,104,SSTF
299,sequential,19,300,181,DOWN,0.0509,1.0,0.1886,0.9556,132,114,114,114,SSTF
300,sequential,15,250,153,DOWN,0.0476,1.0,0.0,1.0,57,57,363,455,FCFS
301,sequential,18,400,259,UP,0.0359,1.0,0.1372,0.9765,99,99,99,99,FCFS
302,sequential,54,300,114,UP,0.1479,1.0,0.0,1.0,53,53,423,597,FCFS
303,sequential,47,250,29,DOWN,0.1543,1.0,0.0,1.0,207,161,219,383,SSTF
304,sequential,26,300,287,UP,0.0702,1.0,0.0,1.0,261,236,260,387,SSTF
305,sequential,54,500,136,UP,0.0887,1.0,0.1099,0.9849,234,181,181,181,SSTF
306,sequential,29,500,390,DOWN,0.0458,1.0,0.2347,0.9286,138,111,111,111,SSTF
307,sequential,34,150,46,UP,0.1855,1.0,0.1393,0.9758,58,41,231,297,SSTF
308,sequential,54,300,35,UP,0.1479,1.0,0.0777,0.9925,133,133,133,133,FCFS
309,sequential,52,150,23,UP,0.2853,1.0,0.1372,0.9765,55,98,256,296,FCFS
310,sequential,38,300,174,UP,0.1035,1.0,0.0,1.0,133,96,346,539,SSTF
311,sequential,31,500,166,UP,0.0504,1.0,0.1033,0.9867,44,46,680,997,FCFS
312,sequential,21,200,193,UP,0.0848,1.0,0.1265,0.98,176,156,168,262,SSTF
313,sequential,17,250,113,DOWN,0.0541,1.0,0.1414,0.975,38,22,248,492,SSTF
314,sequential,50,300,212,DOWN,0.1368,1.0,0.1143,0.9837,62,62,62,62,FCFS
315,sequential,44,150,88,DOWN,0.241,1.0,0.122,0.9814,72,57,205,298,SSTF
316,sequential,30,500,347,DOWN,0.0487,1.0,0.0,1.0,90,61,61,61,SSTF
317,sequential,54,250,11,UP,0.1751,1.0,0.0967,0.9849,79,79,79,79,FCFS
318,sequential,50,150,1,UP,0.2744,1.0,0.0808,0.9918,66,66,66,66,FCFS
319,sequential,25,200,195,DOWN,0.1012,1.0,0.0,1.0,176,152,152,152,SSTF
320,sequential,32,150,1,DOWN,0.1741,1.0,0.0,1.0,110,79,81,250,SSTF
321,clustered,39,200,33,DOWN,0.4607,0.6964,1.0,0.2347,463,125,191,384,SSTF
322,clustered,26,400,286,DOWN,0.4595,0.2453,0.8608,0.2783,831,217,574,797,SSTF
323,clustered,37,500,21,DOWN,0.5928,0.2236,0.9918,0.2431,2182,401,443,927,SSTF
324,clustered,41,150,80,DOWN,0.5529,0.8367,0.9359,0.2553,464,156,199,291,SSTF
325,clustered,37,500,327,DOWN,0.4543,0.2925,0.9319,0.3307,1289,308,706,987,SSTF
326,clustered,19,300,10,DOWN,0.2795,0.3918,0.554,0.402,479,241,261,453,SSTF
327,clustered,51,300,185,UP,0.509,0.5604,1.0,0.2007,851,311,361,584,SSTF
328,clustered,18,200,111,DOWN,0.4404,0.3429,0.7229,0.6253,211,157,273,398,SSTF
329,clustered,17,300,158,DOWN,0.3912,0.2677,1.0,0.2771,380,179,369,564,SSTF
330,clustered,33,200,19,UP,0.4861,0.528,1.0,0.371,500,146,146,146,SSTF
331,clustered,44,200,198,DOWN,0.3034,1.0,1.0,0.2107,536,149,149,149,SSTF
332,clustered,53,200,60,UP,0.4656,0.9217,1.0,0.2932,570,143,297,397,SSTF
333,clustered,28,200,44,UP,0.4542,0.5437,0.8398,0.4418,328,111,111,111,SSTF
334,clustered,53,150,45,DOWN,0.4964,1.0,1.0,0.3002,459,97,163,271,SSTF
335,clustered,48,400,229,DOWN,0.4236,0.4824,1.0,0.2519,1052,309,517,796,SSTF
336,clustered,32,200,112,UP,0.2599,1.0,0.992,0.2548,318,64,238,392,SSTF
337,clustered,40,500,155,DOWN,0.5607,0.2703,1.0,0.2289,1334,351,549,797,SSTF
338,clustered,15,250,129,UP,0.2848,0.3947,1.0,0.5479,147,106,284,465,SSTF
339,clustered,41,300,19,UP,0.4545,0.5395,1.0,0.3243,843,207,207,207,SSTF
340,clustered,30,150,23,DOWN,0.5249,0.6742,0.9483,0.2178,422,101,147,285,SSTF
341,clustered,49,400,378,UP,0.4597,0.4356,1.0,0.2084,1251,289,331,733,SSTF
342,clustered,48,500,96,DOWN,0.3787,0.3934,1.0,0.3856,1228,287,479,954,SSTF
343,clustered,42,400,77,UP,0.5562,0.336,1.0,0.2441,1575,251,646,796,SSTF
344,clustered,18,250,182,UP,0.5171,0.2466,1.0,0.2674,366,161,263,392,SSTF
345,clustered,53,200,10,UP,0.4985,0.8983,0.9419,0.2662,582,150,150,150,SSTF
346,clustered,40,300,268,UP,0.5204,0.4301,1.0,0.3688,628,204,266,579,SSTF
347,clustered,35,250,99,DOWN,0.5456,0.4795,1.0,0.2542,942,193,295,464,SSTF
348,clustered,55,400,26,DOWN,0.4803,0.4803,1.0,0.2539,1658,301,353,725,SSTF
349,clustered,33,150,142,DOWN,0.4534,0.825,0.8819,0.2354,325,111,111,111,SSTF
350,clustered,28,500,436,UP,0.3264,0.2887,0.9545,0.3784,583,220,346,971,SSTF
351,clustered,17,400,339,UP,0.0664,1.0,0.3937,0.2201,433,233,353,597,SSTF
352,clustered,31,500,357,DOWN,0.269,0.3899,1.0,0.2177,930,267,267,267,SSTF
353,clustered,50,500,480,UP,0.5654,0.3067,1.0,0.2072,2196,394,432,929,SSTF
354,clustered,47,300,168,UP,0.4668,0.5767,1.0,0.2921,793,269,369,588,SSTF
355,clustered,55,400,47,DOWN,0.5179,0.4661,1.0,0.2334,1598,281,375,752,SSTF
356,clustered,35,150,92,DOWN,0.4609,0.8642,1.0,0.2326,387,143,201,286,SSTF
357,clustered,25,250,242,DOWN,0.4805,0.3846,1.0,0.2236,418,180,180,180,SSTF
358,clustered,26,200,39,UP,0.2944,0.7761,1.0,0.3219,379,111,111,111,SSTF
359,clustered,18,400,394,UP,0.3351,0.2384,0.6485,0.311,715,239,249,709,SSTF
360,clustered,33,400,67,DOWN,0.5763,0.2661,1.0,0.3327,1151,318,370,796,SSTF
361,clustered,22,200,177,UP,0.2363,0.8,1.0,0.4095,210,78,122,374,SSTF
362,clustered,40,150,105,DOWN,0.3716,1.0,1.0,0.3339,224,78,78,78,SSTF
363,clustered,27,300,145,DOWN,0.5033,0.314,1.0,0.4972,387,262,381,531,SSTF
364,clustered,46,200,79,DOWN,0.5129,0.7541,1.0,0.2536,589,199,236,393,SSTF
365,clustered,35,500,484,DOWN,0.5082,0.2448,0.8765,0.3467,1443,364,364,364,SSTF
366,clustered,30,300,257,DOWN,0.345,0.531,1.0,0.3295,660,205,205,205,SSTF
367,clustered,24,400,70,DOWN,0.5166,0.2043,0.939,0.2451,776,265,405,767,SSTF
368,clustered,53,300,190,UP,0.4548,0.6625,1.0,0.2042,1025,206,330,581,SSTF
369,clustered,45,150,72,UP,0.2745,1.0,1.0,0.2439,352,53,160,297,SSTF
370,clustered,29,300,262,UP,0.5087,0.3353,1.0,0.2169,497,204,278,566,SSTF
371,clustered,17,200,115,DOWN,0.0501,1.0,0.5497,0.2277,74,13,243,397,SSTF
372,clustered,38,150,101,DOWN,0.528,0.8636,0.8223,0.2025,339,106,221,294,SSTF
373,clustered,36,150,95,UP,0.5341,0.8182,0.9259,0.2899,500,110,172,280,SSTF
374,clustered,32,150,85,UP,0.4526,0.7442,0.8554,0.282,294,141,184,297,SSTF
375,clustered,14,250,234,DOWN,0.3775,0.2718,0.8464,0.4343,338,153,153,153,SSTF
376,clustered,20,500,240,DOWN,0.4254,0.1556,0.7649,0.3382,522,408,632,998,SSTF
377,clustered,12,150,4,DOWN,0.0723,1.0,0.3168,0.2182,136,101,109,210,SSTF
378,clustered,21,400,372,DOWN,0.3034,0.3066,0.8086,0.3728,540,299,299,299,SSTF
379,clustered,30,200,77,UP,0.5644,0.4839,0.8932,0.2387,647,160,281,378,SSTF
380,clustered,27,300,234,UP,0.2392,0.6585,1.0,0.32,500,171,301,508,SSTF
381,clustered,43,400,274,UP,0.4296,0.3945,1.0,0.2502,832,238,446,793,SSTF
382,clustered,44,400,123,UP,0.4675,0.3793,0.9261,0.2499,1036,274,593,796,SSTF
383,clustered,39,150,90,UP,0.4835,0.963,0.9666,0.1946,369,138,176,290,SSTF
384,clustered,38,200,170,UP,0.3043,1.0,0.8763,0.2751,332,82,140,386,SSTF
385,clustered,35,150,134,UP,0.4833,0.8235,0.7359,0.2676,423,101,131,281,SSTF
386,clustered,42,150,99,DOWN,0.4944,0.9882,1.0,0.3474,337,105,219,297,SSTF
387,clustered,13,250,201,UP,0.3888,0.2281,0.983,0.6867,295,136,232,475,SSTF
388,clustered,27,500,336,UP,0.4686,0.2053,0.7331,0.2856,855,304,546,958,SSTF
389,clustered,33,200,11,DOWN,0.4525,0.6111,1.0,0.3483,379,145,167,360,SSTF
390,clustered,33,500,89,DOWN,0.4567,0.2463,0.8013,0.2595,1552,302,480,963,SSTF
391,clustered,42,500,93,UP,0.4962,0.2819,1.0,0.2661,1520,302,302,302,SSTF
392,clustered,41,150,75,UP,0.5739,0.8817,1.0,0.2472,466,143,199,297,SSTF
393,clustered,24,150,80,DOWN,0.5476,0.5393,0.9742,0.1971,343,132,198,295,SSTF
394,clustered,37,400,242,DOWN,0.5002,0.3217,0.8779,0.2605,1205,388,554,752,SSTF
395,clustered,53,200,73,DOWN,0.6116,0.7852,1.0,0.2463,793,177,237,369,SSTF
396,clustered,53,250,69,UP,0.5231,0.6667,1.0,0.2092,830,182,384,491,SSTF
397,clustered,39,300,225,DOWN,0.5169,0.4457,1.0,0.2572,933,212,452,598,SSTF
398,clustered,23,300,254,DOWN,0.5279,0.2584,0.7454,0.4191,634,201,201,201,SSTF
399,clustered,29,150,108,UP,0.5647,0.5979,0.8964,0.2238,296,115,159,279,SSTF
400,clustered,50,200,139,DOWN,0.4862,0.8621,0.9153,0.3505,590,133,296,398,SSTF
401,clustered,18,150,83,DOWN,0.4902,0.4444,0.7601,0.3614,303,131,195,276,SSTF
402,clustered,40,400,367,DOWN,0.5343,0.3162,1.0,0.2624,1105,285,285,285,SSTF
403,clustered,40,250,114,UP,0.5094,0.5594,1.0,0.3329,651,225,337,495,SSTF
404,clustered,34,400,222,DOWN,0.5114,0.2894,0.8502,0.25,1271,387,525,753,SSTF
405,clustered,15,150,103,DOWN,0.049,1.0,0.4467,0.2316,42,11,11,11,SSTF
406,clustered,55,200,7,UP,0.5365,0.9091,1.0,0.2966,624,150,150,150,SSTF
407,clustered,55,300,17,UP,0.5047,0.6111,1.0,0.2538,1000,217,217,217,SSTF
408,clustered,27,500,187,DOWN,0.2546,0.383,0.9649,0.3211,556,202,452,960,SSTF
409,clustered,48,150,39,DOWN,0.4962,1.0,0.8279,0.2298,529,110,158,296,SSTF
410,clustered,35,300,39,UP,0.3059,0.6931,1.0,0.2036,543,120,120,120,SSTF
411,clustered,35,300,160,DOWN,0.3041,0.6667,1.0,0.2161,634,114,330,597,SSTF
412,clustered,19,150,47,DOWN,0.0405,1.0,0.6074,0.2331,115,63,157,242,SSTF
413,clustered,36,400,60,DOWN,0.4827,0.3158,0.8536,0.2375,793,268,388,757,SSTF
414,clustered,40,200,156,DOWN,0.4977,0.7273,1.0,0.2256,674,138,313,398,SSTF
415,clustered,43,200,31,UP,0.4559,0.819,1.0,0.1957,767,118,118,118,SSTF
416,clustered,40,200,182,DOWN,0.5148,0.6838,0.9638,0.2348,562,139,139,139,SSTF
417,clustered,55,250,170,DOWN,0.4919,0.8088,0.9389,0.2588,768,157,362,494,SSTF
418,clustered,16,400,277,DOWN,0.4203,0.1788,1.0,0.3806,677,200,576,793,SSTF
419,clustered,22,500,363,UP,0.4682,0.1618,0.7358,0.4776,839,277,537,995,SSTF
420,clustered,44,200,31,UP,0.2812,1.0,1.0,0.2093,419,82,82,82,SSTF
421,clustered,27,300,13,DOWN,0.3268,0.5047,1.0,0.3277,532,160,186,544,SSTF
422,clustered,48,250,119,UP,0.4592,0.7328,0.9909,0.2299,802,201,319,494,SSTF
423,clustered,17,150,79,DOWN,0.3915,0.5231,0.9421,0.2305,217,87,181,288,SSTF
424,clustered,42,400,210,DOWN,0.535,0.3621,1.0,0.343,1149,347,536,793,SSTF
425,clustered,16,200,81,UP,0.0507,1.0,0.5228,0.3161,121,60,60,60,SSTF
426,clustered,41,500,264,DOWN,0.4821,0.2898,1.0,0.2912,1036,454,638,929,SSTF
427,clustered,47,500,300,UP,0.5045,0.323,1.0,0.2774,1437,487,607,982,SSTF
428,clustered,39,400,28,UP,0.5611,0.2989,1.0,0.2048,1410,304,304,304,SSTF
429,clustered,21,250,42,UP,0.5452,0.2917,1.0,0.2086,372,149,149,149,SSTF
430,clustered,26,250,242,DOWN,0.4653,0.3688,0.8254,0.2337,554,190,190,190,SSTF
431,clustered,28,200,162,DOWN,0.2614,0.9032,0.8958,0.3039,336,108,108,108,SSTF
432,clustered,52,250,157,UP,0.4591,0.7376,1.0,0.2089,686,237,281,476,SSTF
433,clustered,53,200,151,UP,0.533,0.8548,1.0,0.2925,822,128,214,397,SSTF
434,clustered,54,400,368,DOWN,0.4976,0.4696,1.0,0.2533,1552,295,295,295,SSTF
435,clustered,14,150,20,UP,0.3929,0.4444,1.0,0.5392,168,87,87,87,SSTF
436,clustered,48,250,166,UP,0.3433,0.9897,1.0,0.2799,729,124,290,470,SSTF
437,clustered,38,400,327,UP,0.5711,0.3128,1.0,0.3174,1166,244,384,796,SSTF
438,clustered,52,400,148,DOWN,0.4666,0.4464,1.0,0.3363,1167,399,463,762,SSTF
439,clustered,27,500,207,DOWN,0.4399,0.1942,0.9159,0.3154,835,462,604,990,SSTF
440,clustered,16,500,30,UP,0.384,0.1509,0.8564,0.224,911,303,303,303,SSTF
441,clustered,38,300,237,UP,0.2492,0.8352,1.0,0.2544,462,155,279,533,SSTF
442,clustered,50,200,80,DOWN,0.5064,0.8264,1.0,0.2799,619,195,235,395,SSTF
443,clustered,34,300,66,DOWN,0.5069,0.3757,0.8688,0.3151,669,187,319,591,SSTF
444,clustered,47,150,81,UP,0.4945,1.0,1.0,0.2468,459,134,182,296,SSTF
445,clustered,19,250,115,UP,0.2152,0.6333,0.9185,0.2066,252,70,70,70,SSTF
446,clustered,18,150,74,DOWN,0.2941,0.7347,0.9685,0.2014,138,60,154,298,SSTF
447,clustered,38,200,40,DOWN,0.4917,0.6333,1.0,0.2696,549,147,195,397,SSTF
448,clustered,32,200,195,UP,0.5579,0.4961,0.8905,0.3177,512,167,175,359,SSTF
449,clustered,44,300,255,DOWN,0.5103,0.4972,1.0,0.2589,1005,206,206,206,SSTF
450,clustered,13,150,100,DOWN,0.4089,0.3824,0.7779,0.2036,214,78,211,298,SSTF
451,clustered,25,400,180,UP,0.5572,0.1984,0.8904,0.3015,831,394,546,721,SSTF
452,clustered,30,300,240,DOWN,0.5537,0.3077,1.0,0.3845,672,221,495,583,SSTF
453,clustered,12,150,110,UP,0.3554,0.4,0.8917,0.5425,147,60,136,297,SSTF
454,clustered,35,300,187,UP,0.5625,0.3723,1.0,0.2186,578,235,363,576,SSTF
455,clustered,15,400,287,UP,0.2702,0.2158,1.0,0.4538,428,174,398,762,SSTF
456,clustered,47,250,18,DOWN,0.569,0.5802,1.0,0.3259,807,186,222,473,SSTF
457,clustered,40,400,143,UP,0.4536,0.3846,0.8742,0.2781,964,260,565,790,SSTF
458,clustered,18,300,191,DOWN,0.59,0.1846,0.7203,0.2784,644,254,442,562,SSTF
459,clustered,35,200,50,DOWN,0.5258,0.5738,1.0,0.4111,381,137,205,396,SSTF
460,clustered,14,150,9,UP,0.3428,0.5,0.9294,0.5067,136,93,93,93,SSTF
461,clustered,33,300,265,DOWN,0.5024,0.3929,1.0,0.408,566,207,207,207,SSTF
462,clustered,50,400,71,DOWN,0.5812,0.3704,1.0,0.2478,1658,273,415,794,SSTF
463,clustered,32,200,100,DOWN,0.5523,0.5161,0.7794,0.3278,593,209,257,396,SSTF
464,clustered,33,400,260,DOWN,0.4981,0.2716,0.9049,0.2819,954,299,577,772,SSTF
465,clustered,48,250,121,UP,0.4905,0.6957,0.7621,0.2305,880,239,319,497,SSTF
466,clustered,33,500,56,DOWN,0.4577,0.2472,1.0,0.2218,870,327,439,937,SSTF
467,clustered,31,500,446,UP,0.5458,0.2095,1.0,0.3779,1085,354,460,939,SSTF
468,clustered,42,250,247,UP,0.4456,0.6087,1.0,0.3517,625,206,210,429,SSTF
469,clustered,15,400,245,UP,0.3255,0.2027,0.7978,0.4717,406,205,435,796,SSTF
470,clustered,52,500,317,DOWN,0.5268,0.3323,1.0,0.2351,1287,404,726,949,SSTF
471,clustered,55,200,8,UP,0.4723,0.9821,1.0,0.2351,609,150,150,150,SSTF
472,clustered,13,300,160,DOWN,0.2684,0.2955,0.8888,0.472,204,123,356,575,SSTF
473,clustered,38,500,104,DOWN,0.4952,0.2648,0.997,0.2331,1097,289,497,995,SSTF
474,clustered,51,300,31,UP,0.557,0.5285,0.908,0.2121,1060,217,217,217,SSTF
475,clustered,25,400,166,DOWN,0.473,0.2392,1.0,0.2231,700,271,477,676,SSTF
476,clustered,36,250,244,UP,0.504,0.5,1.0,0.2788,830,197,207,444,SSTF
477,clustered,46,250,139,DOWN,0.4893,0.6133,0.9714,0.2451,813,239,337,462,SSTF
478,clustered,55,500,411,DOWN,0.5069,0.3754,1.0,0.293,1933,320,320,320,SSTF
479,clustered,42,200,63,DOWN,0.4372,0.8155,1.0,0.3413,472,120,210,398,SSTF
480,clustered,31,200,76,DOWN,0.5155,0.5345,0.7654,0.2717,598,140,242,377,SSTF
481,bursty,25,500,360,DOWN,0.8274,0.1042,0.6762,0.3417,1363,828,850,923,SSTF
482,bursty,42,250,143,DOWN,0.7991,0.3544,0.6879,0.2609,1326,342,392,487,SSTF
483,bursty,19,400,346,DOWN,0.7983,0.1041,0.7417,0.2037,953,382,710,796,SSTF
484,bursty,34,200,74,UP,0.7438,0.3953,0.8332,0.2435,937,288,304,365,SSTF
485,bursty,17,250,236,DOWN,0.6926,0.1611,0.6314,0.35,496,226,226,226,SSTF
486,bursty,28,500,245,UP,0.7984,0.1231,0.901,0.2132,1871,741,729,974,SCAN
487,bursty,46,250,238,DOWN,0.7848,0.3932,0.602,0.2403,1561,233,476,498,SSTF
488,bursty,18,400,379,UP,0.5639,0.1324,0.7691,0.2597,821,366,406,703,SSTF
489,bursty,15,500,463,UP,0.8394,0.0659,0.7152,0.3339,1476,490,490,947,SSTF
490,bursty,26,150,25,DOWN,0.7716,0.3824,0.8233,0.3188,483,150,170,276,SSTF
491,bursty,42,150,35,UP,0.8378,0.5638,0.7431,0.1981,844,182,262,286,SSTF
492,bursty,22,300,243,DOWN,0.8733,0.1497,0.732,0.2071,1321,435,536,564,SSTF
493,bursty,24,250,82,DOWN,0.7428,0.2264,0.8681,0.2369,718,355,308,479,SCAN
494,bursty,15,150,146,UP,0.7217,0.2479,0.6937,0.3394,256,123,123,265,SSTF
495,bursty,14,200,106,UP,0.6347,0.2,0.7241,0.3146,424,202,249,364,SSTF
496,bursty,37,300,95,DOWN,0.7818,0.2721,0.6272,0.2472,1819,368,378,593,SSTF
497,bursty,12,250,145,UP,0.6548,0.1364,0.7497,0.3938,324,290,323,462,SSTF
498,bursty,30,300,278,DOWN,0.8551,0.2027,0.9154,0.2732,1428,312,573,597,SSTF
499,bursty,44,300,139,UP,0.8604,0.2933,0.817,0.2188,1416,459,459,557,SSTF
500,bursty,33,200,187,DOWN,0.8093,0.3587,0.7744,0.2945,930,199,386,395,SSTF
501,bursty,28,500,95,UP,0.7874,0.1215,0.7028,0.242,1941,555,903,971,SSTF
502,bursty,33,250,145,UP,0.7858,0.2946,0.8407,0.2781,1040,362,347,488,SCAN
503,bursty,51,500,459,DOWN,0.8005,0.2129,0.7447,0.2393,3441,598,942,981,SSTF
504,bursty,44,250,22,DOWN,0.7865,0.3877,0.5743,0.2729,1574,238,258,481,SSTF
505,bursty,18,200,35,DOWN,0.7382,0.2057,0.6633,0.2312,442,201,217,374,SSTF
506,bursty,27,150,66,DOWN,0.743,0.4219,0.7503,0.2325,487,211,193,293,SCAN
507,bursty,40,250,244,DOWN,0.7891,0.3556,0.7211,0.2415,1396,235,235,235,SSTF
508,bursty,49,500,293,UP,0.8219,0.2068,0.5753,0.2603,3223,679,679,991,SSTF
509,bursty,53,250,177,UP,0.8227,0.4327,0.5734,0.2498,1697,311,321,478,SSTF
510,bursty,54,150,119,DOWN,0.8235,0.7606,0.7261,0.2063,1150,169,266,297,SSTF
511,bursty,37,500,257,DOWN,0.8095,0.1551,0.7585,0.2566,2448,718,756,984,SSTF
512,bursty,19,500,469,DOWN,0.8097,0.0803,0.671,0.3057,1068,477,941,995,SSTF
513,bursty,51,200,56,UP,0.5081,0.8947,0.6687,0.2005,1037,143,143,143,SSTF
514,bursty,21,300,191,DOWN,0.8384,0.1469,0.7839,0.3388,887,470,482,538,SSTF
515,bursty,47,300,275,UP,0.8662,0.3133,0.8219,0.2828,2187,323,323,580,SSTF
516,bursty,27,500,386,UP,0.8129,0.1184,0.9017,0.3673,1741,566,570,912,SSTF
517,bursty,40,400,360,DOWN,0.8036,0.2116,0.8394,0.2232,2056,416,759,785,SSTF
518,bursty,48,150,15,UP,0.8354,0.6443,0.7281,0.2305,1183,167,283,296,SSTF
519,bursty,46,200,42,DOWN,0.8591,0.46,0.7008,0.1992,1360,287,241,393,SCAN
520,bursty,40,150,52,DOWN,0.7359,0.6557,0.8375,0.2375,939,211,180,295,SCAN
521,bursty,44,300,28,DOWN,0.8315,0.3045,0.6486,0.2064,1886,339,319,597,SCAN
522,bursty,44,300,233,UP,0.8587,0.2933,0.8329,0.2918,1451,453,365,597,SCAN
523,bursty,41,500,413,DOWN,0.823,0.1745,0.7147,0.2911,2954,609,882,971,SSTF
524,bursty,13,300,130,UP,0.6949,0.1121,0.643,0.2112,571,361,468,585,SSTF
525,bursty,25,400,37,UP,0.815,0.1366,0.8033,0.2382,1660,448,761,796,SSTF
526,bursty,34,500,32,UP,0.8317,0.1388,0.7565,0.2902,2512,687,956,976,SSTF
527,bursty,42,150,73,DOWN,0.8139,0.5915,0.7468,0.2634,693,207,221,288,SSTF
528,bursty,20,500,373,DOWN,0.8641,0.0842,0.9333,0.2386,1717,600,872,916,SSTF
529,bursty,36,300,193,DOWN,0.68,0.3158,0.59,0.2242,1517,399,441,567,SSTF
530,bursty,55,500,447,UP,0.8277,0.2236,0.8776,0.2931,3062,543,543,936,SSTF
531,bursty,34,150,45,DOWN,0.8669,0.4533,0.5505,0.2051,620,261,194,296,SCAN
532,bursty,20,500,114,UP,0.6799,0.1015,0.6384,0.2082,1159,672,884,897,SSTF
533,bursty,13,250,118,DOWN,0.3594,0.2626,0.7457,0.2919,271,128,364,468,SSTF
534,bursty,36,200,63,DOWN,0.8783,0.3673,0.9452,0.2125,1162,331,262,372,SCAN
535,bursty,21,250,48,UP,0.815,0.1743,0.8673,0.2156,602,279,441,464,SSTF
536,bursty,54,300,8,UP,0.7893,0.4015,0.7649,0.2102,2294,291,291,291,SSTF
537,bursty,16,150,8,DOWN,0.575,0.3478,1.0,0.2415,349,121,137,268,SSTF
538,bursty,55,500,446,UP,0.8272,0.2263,0.6086,0.2081,3867,652,552,991,SCAN
539,bursty,14,300,224,UP,0.4877,0.1728,0.7886,0.4212,424,272,261,562,SCAN
540,bursty,25,150,35,DOWN,0.7158,0.431,0.9988,0.2247,675,152,162,298,SSTF
541,bursty,48,250,147,DOWN,0.7775,0.4267,0.688,0.2613,1403,332,394,496,SSTF
542,bursty,31,200,169,UP,0.8449,0.3212,0.7698,0.2809,1195,260,222,389,SCAN
543,bursty,31,250,15,UP,0.6589,0.3212,0.6422,0.3113,751,203,477,496,SSTF
544,bursty,55,300,284,DOWN,0.8625,0.3667,0.578,0.2025,2521,314,583,595,SSTF
545,bursty,34,500,343,DOWN,0.7454,0.1574,0.4886,0.2607,2694,605,842,953,SSTF
546,bursty,32,500,213,DOWN,0.8912,0.1301,1.0,0.2834,2636,777,712,908,SCAN
547,bursty,31,300,94,DOWN,0.6701,0.2719,0.7155,0.2734,1012,381,342,596,SCAN
548,bursty,26,250,219,UP,0.6269,0.2751,0.8681,0.2107,778,210,270,476,SSTF
549,bursty,15,400,211,DOWN,0.7594,0.086,0.6971,0.548,804,618,576,736,SCAN
550,bursty,45,200,99,UP,0.8592,0.45,0.6065,0.2725,1329,302,299,395,SCAN
551,bursty,25,250,165,UP,0.7329,0.2315,0.5311,0.2851,810,399,312,491,SCAN
552,bursty,35,150,137,UP,0.7545,0.5147,0.6378,0.2266,687,266,155,297,SCAN
553,bursty,29,300,20,UP,0.8673,0.1986,0.799,0.3405,1957,360,573,597,SSTF
554,bursty,49,500,343,UP,0.7888,0.2154,0.9118,0.2114,3604,565,655,926,SSTF
555,bursty,25,250,77,UP,0.8434,0.2075,0.7593,0.2193,942,419,419,497,SSTF
556,bursty,24,500,60,DOWN,0.8648,0.096,0.8441,0.2319,1711,559,559,918,SSTF
557,bursty,50,500,104,DOWN,0.7689,0.2203,0.5626,0.228,3237,542,572,954,SSTF
558,bursty,47,250,198,DOWN,0.7491,0.4273,0.8258,0.2399,1415,243,420,489,SSTF
559,bursty,41,400,332,DOWN,0.783,0.2198,0.7552,0.2289,2177,412,704,791,SSTF
560,bursty,28,250,131,DOWN,0.8765,0.2295,0.7744,0.2673,1096,361,380,463,SSTF
561,bursty,18,500,240,DOWN,0.6947,0.093,0.7085,0.2896,1219,655,663,965,SSTF
562,bursty,35,250,105,UP,0.7814,0.3125,0.7415,0.2217,1128,364,393,476,SSTF
563,bursty,26,500,74,UP,0.8102,0.1135,0.7594,0.301,1773,725,922,970,SSTF
564,bursty,47,400,296,DOWN,0.8043,0.2467,0.9311,0.2441,2176,685,695,798,SSTF
565,bursty,21,200,84,UP,0.8025,0.2346,0.7707,0.2193,626,299,293,395,SCAN
566,bursty,48,200,127,DOWN,0.8239,0.5,0.8402,0.251,1128,318,318,350,SSTF
567,bursty,43,500,328,DOWN,0.8054,0.183,0.7302,0.2594,2406,767,827,998,SSTF
568,bursty,22,500,407,DOWN,0.6583,0.1161,0.6927,0.3955,1209,435,867,991,SSTF
569,bursty,20,500,279,DOWN,0.8586,0.0813,0.6216,0.2721,1489,749,778,938,SSTF
570,bursty,46,500,490,UP,0.7883,0.1978,0.6834,0.2267,3134,490,508,972,SSTF
571,bursty,14,150,12,UP,0.4477,0.3836,0.8487,0.247,236,85,85,85,SSTF
572,bursty,20,500,118,UP,0.7897,0.0891,0.6725,0.4021,1238,792,866,924,SSTF
573,bursty,21,150,55,DOWN,0.8574,0.2877,0.8568,0.437,495,210,202,298,SCAN
574,bursty,15,400,326,DOWN,0.8335,0.0817,0.839,0.2691,775,434,720,797,SSTF
575,bursty,43,150,1,DOWN,0.7807,0.6187,0.863,0.2149,896,148,150,288,SSTF
576,bursty,13,400,369,DOWN,0.5473,0.1044,0.6526,0.423,514,274,764,795,SSTF
577,bursty,30,150,128,DOWN,0.847,0.4196,0.8482,0.296,655,177,277,298,SSTF
